Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),Revenue ($),Cost_Per_Student ($),Difficulty_Level,Completion_Status
5961,Course_5961,Finance,52,3816,60.28,LinkedIn Learning,110.94,3.63,423347.04,0.03,Long,Moderate
5962,Course_5962,Marketing,57,393,72.54,LinkedIn Learning,159.96,4.44,62864.28,0.41,Long,High
5963,Course_5963,Programming,70,1684,98.48,Udemy,114.13,3.38,192194.92,0.07,Long,High
5964,Course_5964,Finance,10,3080,98.42,Coursera,147.3,3.75,453684.0,0.05,Short,High
5965,Course_5965,Marketing,34,3214,50.48,edX,118.25,3.01,380055.5,0.04,Medium,Moderate
5966,Course_5966,Business,80,1993,70.92,LinkedIn Learning,98.77,3.0,196848.61,0.05,Long,High
5967,Course_5967,Marketing,16,1102,80.81,Udemy,157.02,4.97,173036.04,0.14,Short,High
5968,Course_5968,Marketing,94,4907,58.0,LinkedIn Learning,26.23,4.19,128710.61,0.01,Long,Moderate
5969,Course_5969,Business,89,1977,85.82,Udemy,148.07,4.22,292734.39,0.07,Long,High
5970,Course_5970,Office Tools,73,4661,62.04,edX,67.61,4.06,315130.21,0.01,Long,Moderate
5971,Course_5971,Design,83,1814,55.82,Coursera,49.04,3.34,88958.56,0.03,Long,Moderate
5972,Course_5972,Design,34,2870,72.98,Coursera,19.72,4.46,56596.4,0.01,Medium,High
5973,Course_5973,Technology,79,2794,78.43,LinkedIn Learning,20.67,4.21,57751.98,0.01,Long,High
5974,Course_5974,AI,28,644,77.79,LinkedIn Learning,30.6,3.3,19706.4,0.05,Medium,High
5975,Course_5975,Technology,87,4690,91.18,edX,64.2,3.02,301098.0,0.01,Long,High
5976,Course_5976,Business,47,1346,91.64,Udemy,40.72,4.0,54809.12,0.03,Medium,High
5977,Course_5977,Marketing,96,397,94.82,Udemy,130.2,4.33,51689.4,0.33,Long,High
5978,Course_5978,Office Tools,53,525,52.35,edX,125.78,3.48,66034.5,0.24,Long,Moderate
5979,Course_5979,Programming,37,350,81.07,Udemy,148.85,4.34,52097.5,0.43,Medium,High
5980,Course_5980,Finance,33,568,85.51,edX,33.79,3.89,19192.72,0.06,Medium,High
5981,Course_5981,AI,11,1305,76.73,LinkedIn Learning,21.69,3.9,28305.45,0.02,Short,High
5982,Course_5982,Programming,22,1931,92.4,Udemy,120.29,3.33,232279.99,0.06,Medium,High
5983,Course_5983,Business,38,273,86.92,LinkedIn Learning,82.34,3.54,22478.82,0.3,Medium,High
5984,Course_5984,Technology,37,4316,66.2,Coursera,164.3,3.45,709118.8,0.04,Medium,Moderate
5985,Course_5985,Design,86,2477,60.4,edX,179.61,3.99,444893.97,0.07,Long,Moderate
5986,Course_5986,Business,79,905,55.09,Coursera,14.9,4.93,13484.5,0.02,Long,Moderate
5987,Course_5987,AI,49,3283,66.4,edX,134.51,3.3,441596.33,0.04,Medium,Moderate
5988,Course_5988,Business,58,4697,69.29,Udemy,46.12,3.8,216625.64,0.01,Long,Moderate
5989,Course_5989,AI,45,3000,89.94,edX,58.82,4.16,176460.0,0.02,Medium,High
5990,Course_5990,Business,95,701,83.28,LinkedIn Learning,131.71,3.72,92328.71,0.19,Long,High
5991,Course_5991,Office Tools,78,2963,50.1,LinkedIn Learning,50.03,3.37,148238.89,0.02,Long,Moderate
5992,Course_5992,Programming,85,1277,93.46,Udemy,142.06,3.79,181410.62,0.11,Long,High
5993,Course_5993,Finance,17,4107,83.67,Udemy,183.47,4.2,753511.29,0.04,Short,High
5994,Course_5994,AI,99,3058,74.69,Udemy,101.99,3.71,311885.42,0.03,Long,High
5995,Course_5995,Technology,93,2571,71.41,Coursera,167.8,4.75,431413.8,0.07,Long,High
5996,Course_5996,Finance,94,4287,99.42,edX,175.73,4.19,753354.51,0.04,Long,High
5997,Course_5997,Finance,20,289,95.73,Coursera,185.13,3.29,53502.57,0.64,Medium,High
5998,Course_5998,Business,20,2593,67.94,Coursera,144.03,4.01,373469.79,0.06,Medium,Moderate
5999,Course_5999,AI,39,4066,57.47,Coursera,126.29,3.17,513495.14,0.03,Medium,Moderate
6000,Course_6000,Marketing,62,1481,80.26,Coursera,108.76,3.79,161073.56,0.07,Long,High
6001,Course_6001,Marketing,28,2419,56.89,edX,108.6,3.42,262703.4,0.04,Medium,Moderate
6002,Course_6002,Finance,30,2156,52.9,Coursera,19.76,4.13,42602.56,0.01,Medium,Moderate
6003,Course_6003,Finance,69,2669,78.63,LinkedIn Learning,73.58,4.34,196385.02,0.03,Long,High
6004,Course_6004,AI,80,3782,59.63,Coursera,177.52,4.45,671380.64,0.05,Long,Moderate
6005,Course_6005,AI,85,1243,69.51,Coursera,196.89,3.5,244734.27,0.16,Long,Moderate
6006,Course_6006,AI,53,616,79.15,LinkedIn Learning,119.85,3.86,73827.6,0.19,Long,High
6007,Course_6007,Office Tools,35,777,74.69,edX,134.36,4.67,104397.72,0.17,Medium,High
6008,Course_6008,Finance,16,2152,96.39,LinkedIn Learning,121.53,4.72,261532.56,0.06,Short,High
6009,Course_6009,Business,85,2586,58.77,LinkedIn Learning,24.53,4.59,63434.58,0.01,Long,Moderate
6010,Course_6010,Finance,86,3517,73.14,LinkedIn Learning,166.11,4.49,584208.87,0.05,Long,High
6011,Course_6011,Data Science,21,4453,91.13,Coursera,136.83,3.22,609303.99,0.03,Medium,High
6012,Course_6012,Data Science,39,4544,75.48,edX,149.91,4.64,681191.04,0.03,Medium,High
6013,Course_6013,Marketing,54,394,56.04,Coursera,82.41,4.11,32469.54,0.21,Long,Moderate
6014,Course_6014,Design,12,3322,92.51,edX,90.45,3.21,300474.9,0.03,Short,High
6015,Course_6015,Data Science,65,4121,61.58,Coursera,172.29,3.07,710007.09,0.04,Long,Moderate
6016,Course_6016,Office Tools,86,2754,71.81,LinkedIn Learning,132.99,3.68,366254.46,0.05,Long,High
6017,Course_6017,Marketing,25,861,72.98,Udemy,177.16,4.88,152534.76,0.21,Medium,High
6018,Course_6018,Business,13,1071,55.45,edX,97.15,3.44,104047.65,0.09,Short,Moderate
6019,Course_6019,AI,65,4069,96.86,edX,193.88,3.05,788897.72,0.05,Long,High
6020,Course_6020,Programming,78,4815,91.71,Coursera,183.02,4.22,881241.3,0.04,Long,High
6021,Course_6021,Design,98,236,87.84,edX,109.24,4.77,25780.64,0.46,Long,High
6022,Course_6022,Data Science,98,1164,50.53,Udemy,174.72,4.21,203374.08,0.15,Long,Moderate
6023,Course_6023,Finance,60,1353,79.18,LinkedIn Learning,112.53,4.3,152253.09,0.08,Long,High
6024,Course_6024,Technology,68,4159,72.24,Udemy,76.85,4.21,319619.15,0.02,Long,High
6025,Course_6025,AI,58,1816,69.7,Udemy,119.87,4.07,217683.92,0.07,Long,Moderate
6026,Course_6026,Business,85,1319,63.53,Coursera,18.55,4.84,24467.45,0.01,Long,Moderate
6027,Course_6027,Office Tools,46,2728,84.65,edX,41.3,3.41,112666.4,0.02,Medium,High
6028,Course_6028,Design,77,275,82.08,Udemy,61.16,3.4,16819.0,0.22,Long,High
6029,Course_6029,Technology,34,642,68.12,Coursera,183.37,3.04,117723.54,0.29,Medium,Moderate
6030,Course_6030,AI,21,2118,87.1,Coursera,196.59,3.55,416377.62,0.09,Medium,High
6031,Course_6031,Marketing,65,3347,69.82,edX,194.26,4.08,650188.22,0.06,Long,Moderate
6032,Course_6032,Technology,87,4330,86.36,Coursera,176.84,4.59,765717.2,0.04,Long,High
6033,Course_6033,AI,89,1207,82.78,Udemy,121.72,3.66,146916.04,0.1,Long,High
6034,Course_6034,Finance,61,367,54.36,LinkedIn Learning,150.81,3.13,55347.27,0.41,Long,Moderate
6035,Course_6035,Marketing,53,1387,67.27,LinkedIn Learning,119.06,3.9,165136.22,0.09,Long,Moderate
6036,Course_6036,Data Science,32,447,96.14,Coursera,165.48,4.12,73969.56,0.37,Medium,High
6037,Course_6037,Design,64,4590,87.21,Udemy,41.85,4.09,192091.5,0.01,Long,High
6038,Course_6038,Data Science,51,2636,65.39,Udemy,171.12,4.36,451072.32,0.06,Long,Moderate
6039,Course_6039,Marketing,66,1403,85.88,Coursera,99.72,3.99,139907.16,0.07,Long,High
6040,Course_6040,Finance,95,1831,82.22,LinkedIn Learning,169.88,3.9,311050.28,0.09,Long,High
6041,Course_6041,AI,20,1399,71.88,Udemy,128.61,3.54,179925.39,0.09,Medium,High
6042,Course_6042,Technology,57,2717,69.45,Udemy,179.41,4.58,487456.97,0.07,Long,Moderate
6043,Course_6043,Data Science,56,2893,63.12,Udemy,34.29,3.84,99200.97,0.01,Long,Moderate
6044,Course_6044,Design,49,941,50.92,Coursera,91.2,4.71,85819.2,0.1,Medium,Moderate
6045,Course_6045,Data Science,36,251,99.44,Coursera,79.6,3.45,19979.6,0.32,Medium,High
6046,Course_6046,Design,56,1378,57.79,Coursera,48.16,4.66,66364.48,0.03,Long,Moderate
6047,Course_6047,Marketing,38,1311,82.27,edX,51.07,4.84,66952.77,0.04,Medium,High
6048,Course_6048,Design,99,3949,75.94,Coursera,88.51,4.11,349525.99,0.02,Long,High
6049,Course_6049,AI,37,1936,65.78,edX,121.75,3.94,235708.0,0.06,Medium,Moderate
6050,Course_6050,Technology,29,926,83.91,Udemy,31.78,3.58,29428.28,0.03,Medium,High
6051,Course_6051,Programming,61,1710,84.96,Coursera,154.15,3.53,263596.5,0.09,Long,High
6052,Course_6052,Marketing,10,1333,97.95,Coursera,53.36,3.57,71128.88,0.04,Short,High
6053,Course_6053,Technology,40,1837,54.09,LinkedIn Learning,77.36,4.96,142110.32,0.04,Medium,Moderate
6054,Course_6054,Office Tools,93,689,97.04,edX,175.95,4.0,121229.55,0.26,Long,High
6055,Course_6055,Marketing,21,2836,88.64,Coursera,131.0,4.23,371516.0,0.05,Medium,High
6056,Course_6056,Programming,72,2372,69.91,LinkedIn Learning,63.65,4.69,150977.8,0.03,Long,Moderate
6057,Course_6057,AI,72,4074,62.11,Udemy,190.14,4.98,774630.36,0.05,Long,Moderate
6058,Course_6058,Business,46,748,62.59,LinkedIn Learning,116.55,4.28,87179.4,0.16,Medium,Moderate
6059,Course_6059,Data Science,45,2949,90.93,edX,100.73,4.43,297052.77,0.03,Medium,High
6060,Course_6060,Design,98,291,50.31,Coursera,80.45,4.21,23410.95,0.28,Long,Moderate
6061,Course_6061,Finance,43,760,60.7,LinkedIn Learning,52.28,4.36,39732.8,0.07,Medium,Moderate
6062,Course_6062,AI,37,1838,91.42,Udemy,93.9,4.69,172588.2,0.05,Medium,High
6063,Course_6063,Business,57,2854,87.73,edX,13.75,3.62,39242.5,0.0,Long,High
6064,Course_6064,Marketing,16,3982,99.4,Coursera,29.65,3.51,118066.3,0.01,Short,High
6065,Course_6065,Design,62,3436,92.34,Udemy,112.01,3.71,384866.36,0.03,Long,High
6066,Course_6066,Data Science,45,818,69.92,LinkedIn Learning,98.27,4.69,80384.86,0.12,Medium,Moderate
6067,Course_6067,Office Tools,73,4745,74.12,Coursera,94.16,4.91,446789.2,0.02,Long,High
6068,Course_6068,AI,26,3471,62.57,edX,108.67,3.34,377193.57,0.03,Medium,Moderate
6069,Course_6069,Data Science,70,809,62.36,edX,21.1,3.39,17069.9,0.03,Long,Moderate
6070,Course_6070,Business,75,4961,90.12,edX,63.72,3.56,316114.92,0.01,Long,High
6071,Course_6071,Design,42,1773,86.71,edX,21.45,3.69,38030.85,0.01,Medium,High
6072,Course_6072,Marketing,91,2825,92.49,LinkedIn Learning,150.2,3.53,424315.0,0.05,Long,High
6073,Course_6073,Technology,85,3893,66.54,Udemy,68.76,3.15,267682.68,0.02,Long,Moderate
6074,Course_6074,Design,35,4607,85.8,edX,39.41,4.18,181561.87,0.01,Medium,High
6075,Course_6075,Technology,32,292,54.73,LinkedIn Learning,68.94,4.48,20130.48,0.24,Medium,Moderate
6076,Course_6076,Design,14,2075,79.65,edX,111.32,4.07,230989.0,0.05,Short,High
6077,Course_6077,AI,38,432,64.01,Udemy,90.09,4.36,38918.88,0.21,Medium,Moderate
6078,Course_6078,Programming,28,1917,70.16,edX,31.25,4.19,59906.25,0.02,Medium,High
6079,Course_6079,Design,10,3561,79.72,LinkedIn Learning,32.68,4.68,116373.48,0.01,Short,High
6080,Course_6080,Technology,33,2645,86.97,Udemy,192.03,3.85,507919.35,0.07,Medium,High
6081,Course_6081,Design,46,4943,88.54,Coursera,64.62,4.15,319416.66,0.01,Medium,High
6082,Course_6082,Technology,52,637,51.23,LinkedIn Learning,199.6,3.42,127145.2,0.31,Long,Moderate
6083,Course_6083,Marketing,47,1430,65.8,edX,199.39,4.06,285127.7,0.14,Medium,Moderate
6084,Course_6084,Technology,27,4326,75.13,Coursera,152.94,3.97,661618.44,0.04,Medium,High
6085,Course_6085,Finance,68,3670,65.93,edX,117.98,3.4,432986.6,0.03,Long,Moderate
6086,Course_6086,Marketing,60,1626,72.1,LinkedIn Learning,165.65,3.49,269346.9,0.1,Long,High
6087,Course_6087,Technology,31,2190,85.0,Coursera,81.13,4.74,177674.7,0.04,Medium,High
6088,Course_6088,Office Tools,68,314,56.67,LinkedIn Learning,167.15,3.43,52485.1,0.53,Long,Moderate
6089,Course_6089,Data Science,74,1152,64.75,Coursera,179.07,4.35,206288.64,0.16,Long,Moderate
6090,Course_6090,Technology,80,2178,64.26,edX,37.03,3.48,80651.34,0.02,Long,Moderate
6091,Course_6091,Programming,20,4199,53.06,LinkedIn Learning,136.87,3.02,574717.13,0.03,Medium,Moderate
6092,Course_6092,AI,18,1929,94.8,Coursera,79.67,3.18,153683.43,0.04,Short,High
6093,Course_6093,Design,82,1023,82.31,LinkedIn Learning,129.14,3.63,132110.22,0.13,Long,High
6094,Course_6094,Data Science,92,3055,89.55,Coursera,56.57,4.08,172821.35,0.02,Long,High
6095,Course_6095,Office Tools,32,3251,50.98,Udemy,116.65,5.0,379229.15,0.04,Medium,Moderate
6096,Course_6096,Office Tools,89,1149,85.31,edX,70.3,4.77,80774.7,0.06,Long,High
6097,Course_6097,AI,42,4373,74.76,edX,105.86,3.85,462925.78,0.02,Medium,High
6098,Course_6098,Design,95,3231,96.54,Udemy,177.44,4.85,573308.64,0.05,Long,High
6099,Course_6099,Business,48,4493,99.97,Udemy,87.57,3.17,393452.01,0.02,Medium,High
6100,Course_6100,Business,24,756,99.41,Udemy,21.41,3.31,16185.96,0.03,Medium,High
6101,Course_6101,Finance,39,4406,87.32,LinkedIn Learning,57.84,3.4,254843.04,0.01,Medium,High
6102,Course_6102,AI,74,410,73.76,Coursera,132.09,3.52,54156.9,0.32,Long,High
6103,Course_6103,Finance,35,655,81.03,Coursera,136.78,4.65,89590.9,0.21,Medium,High
6104,Course_6104,Technology,17,256,71.05,Coursera,74.06,4.86,18959.36,0.29,Short,High
6105,Course_6105,Programming,79,2028,98.0,Udemy,134.57,4.92,272907.96,0.07,Long,High
6106,Course_6106,Design,95,1646,73.62,edX,109.97,3.39,181010.62,0.07,Long,High
6107,Course_6107,Office Tools,99,1378,63.81,Coursera,153.53,3.91,211564.34,0.11,Long,Moderate
6108,Course_6108,Data Science,28,754,71.8,LinkedIn Learning,192.94,3.95,145476.76,0.26,Medium,High
6109,Course_6109,AI,21,2763,79.24,LinkedIn Learning,78.71,3.39,217475.73,0.03,Medium,High
6110,Course_6110,AI,34,4857,95.71,Udemy,10.29,4.01,49978.53,0.0,Medium,High
6111,Course_6111,Finance,41,831,98.29,Udemy,73.06,4.64,60712.86,0.09,Medium,High
6112,Course_6112,Technology,46,430,88.17,LinkedIn Learning,98.85,4.22,42505.5,0.23,Medium,High
6113,Course_6113,AI,46,670,77.17,Coursera,119.95,3.32,80366.5,0.18,Medium,High
6114,Course_6114,Data Science,82,2198,74.16,LinkedIn Learning,58.58,3.17,128758.84,0.03,Long,High
6115,Course_6115,Programming,54,3941,64.44,edX,140.35,4.54,553119.35,0.04,Long,Moderate
6116,Course_6116,Design,66,4908,85.14,Udemy,130.14,4.2,638727.12,0.03,Long,High
6117,Course_6117,Business,92,3782,65.9,Udemy,165.15,3.66,624597.3,0.04,Long,Moderate
6118,Course_6118,Data Science,80,3735,59.06,edX,74.3,4.22,277510.5,0.02,Long,Moderate
6119,Course_6119,Business,19,185,80.72,Coursera,64.31,3.99,11897.35,0.35,Short,High
6120,Course_6120,Marketing,43,2418,65.13,Udemy,165.09,3.32,399187.62,0.07,Medium,Moderate
6121,Course_6121,Programming,78,1980,75.97,LinkedIn Learning,113.49,3.06,224710.2,0.06,Long,High
6122,Course_6122,AI,82,381,91.78,Coursera,140.16,3.63,53400.96,0.37,Long,High
6123,Course_6123,Marketing,46,3820,50.41,Udemy,109.38,4.56,417831.6,0.03,Medium,Moderate
6124,Course_6124,Programming,88,1863,90.5,edX,52.64,4.83,98068.32,0.03,Long,High
6125,Course_6125,Data Science,15,1687,69.84,Udemy,91.66,3.79,154630.42,0.05,Short,Moderate
6126,Course_6126,Business,91,4531,60.45,edX,82.42,3.23,373445.02,0.02,Long,Moderate
6127,Course_6127,Design,86,1090,55.93,edX,78.82,3.19,85913.8,0.07,Long,Moderate
6128,Course_6128,Business,50,1705,57.49,Udemy,94.72,4.23,161497.6,0.06,Medium,Moderate
6129,Course_6129,Marketing,22,3435,82.77,Coursera,197.29,3.39,677691.15,0.06,Medium,High
6130,Course_6130,Marketing,88,1297,93.81,Udemy,116.86,4.56,151567.42,0.09,Long,High
6131,Course_6131,Technology,81,3393,50.88,Coursera,125.09,3.14,424430.37,0.04,Long,Moderate
6132,Course_6132,AI,11,3092,58.09,LinkedIn Learning,177.94,4.78,550190.48,0.06,Short,Moderate
6133,Course_6133,Finance,67,4239,68.12,edX,60.05,3.51,254551.95,0.01,Long,Moderate
6134,Course_6134,Technology,80,2717,84.12,Coursera,125.38,3.28,340657.46,0.05,Long,High
6135,Course_6135,Marketing,70,1152,86.17,Coursera,157.59,4.54,181543.68,0.14,Long,High
6136,Course_6136,Finance,66,1543,80.3,Coursera,150.08,3.12,231573.44,0.1,Long,High
6137,Course_6137,Data Science,87,854,82.34,Udemy,175.78,3.3,150116.12,0.21,Long,High
6138,Course_6138,Technology,23,1756,94.02,LinkedIn Learning,168.3,3.43,295534.8,0.1,Medium,High
6139,Course_6139,AI,52,4005,83.08,edX,52.89,4.28,211824.45,0.01,Long,High
6140,Course_6140,Marketing,86,2786,65.65,Coursera,27.25,4.59,75918.5,0.01,Long,Moderate
6141,Course_6141,Design,27,636,63.73,Coursera,159.59,4.92,101499.24,0.25,Medium,Moderate
6142,Course_6142,Marketing,28,4810,53.78,Coursera,78.62,4.3,378162.2,0.02,Medium,Moderate
6143,Course_6143,Finance,96,2059,64.94,edX,192.86,3.79,397098.74,0.09,Long,Moderate
6144,Course_6144,Technology,54,603,82.85,LinkedIn Learning,41.39,3.04,24958.17,0.07,Long,High
6145,Course_6145,Marketing,31,4227,87.52,LinkedIn Learning,61.48,3.51,259875.96,0.01,Medium,High
6146,Course_6146,Finance,56,2006,95.24,Coursera,90.78,3.2,182104.68,0.05,Long,High
6147,Course_6147,Data Science,14,1866,55.72,edX,181.72,4.38,339089.52,0.1,Short,Moderate
6148,Course_6148,Business,91,4697,64.87,edX,199.41,3.14,936628.77,0.04,Long,Moderate
6149,Course_6149,AI,97,3847,79.86,Udemy,90.54,4.68,348307.38,0.02,Long,High
6150,Course_6150,AI,66,1904,90.13,Udemy,119.26,3.4,227071.04,0.06,Long,High
6151,Course_6151,Design,74,3149,70.13,Coursera,23.37,4.49,73592.13,0.01,Long,High
6152,Course_6152,Design,27,2536,59.02,edX,113.24,4.96,287176.64,0.04,Medium,Moderate
6153,Course_6153,Data Science,23,3131,61.36,Udemy,92.28,4.98,288928.68,0.03,Medium,Moderate
6154,Course_6154,Office Tools,74,2397,89.7,edX,82.04,4.97,196649.88,0.03,Long,High
6155,Course_6155,Finance,21,4560,57.1,Coursera,148.15,4.27,675564.0,0.03,Medium,Moderate
6156,Course_6156,Business,21,3849,93.4,LinkedIn Learning,55.05,4.75,211887.45,0.01,Medium,High
6157,Course_6157,Technology,43,364,76.11,Coursera,14.6,3.81,5314.4,0.04,Medium,High
6158,Course_6158,Data Science,89,2237,86.17,edX,169.88,3.08,380021.56,0.08,Long,High
6159,Course_6159,Office Tools,85,791,87.94,edX,189.09,4.21,149570.19,0.24,Long,High
6160,Course_6160,Office Tools,36,2543,68.82,Coursera,10.09,3.17,25658.87,0.0,Medium,Moderate
6161,Course_6161,Finance,72,2269,95.34,Udemy,94.35,4.47,214080.15,0.04,Long,High
6162,Course_6162,Programming,41,1770,74.82,Coursera,31.54,3.99,55825.8,0.02,Medium,High
6163,Course_6163,Data Science,28,3484,90.06,edX,131.49,3.59,458111.16,0.04,Medium,High
6164,Course_6164,Business,43,105,81.85,LinkedIn Learning,65.9,3.91,6919.5,0.63,Medium,High
6165,Course_6165,AI,26,4294,80.84,edX,104.09,3.98,446962.46,0.02,Medium,High
6166,Course_6166,Finance,23,3752,62.92,Udemy,164.32,3.19,616528.64,0.04,Medium,Moderate
6167,Course_6167,Business,42,1622,97.23,Udemy,55.99,4.37,90815.78,0.03,Medium,High
6168,Course_6168,Business,93,1136,74.98,edX,70.93,3.81,80576.48,0.06,Long,High
6169,Course_6169,Design,96,375,68.23,Coursera,146.35,4.59,54881.25,0.39,Long,Moderate
6170,Course_6170,Marketing,42,4624,98.17,Udemy,114.82,3.65,530927.68,0.02,Medium,High
6171,Course_6171,Programming,24,904,56.06,Coursera,166.9,4.07,150877.6,0.18,Medium,Moderate
6172,Course_6172,Programming,15,730,60.74,LinkedIn Learning,82.66,3.85,60341.8,0.11,Short,Moderate
6173,Course_6173,Business,58,1030,79.06,edX,170.54,3.91,175656.2,0.17,Long,High
6174,Course_6174,Technology,72,4074,97.2,edX,183.22,3.93,746438.28,0.04,Long,High
6175,Course_6175,Programming,90,3144,77.11,edX,99.55,4.09,312985.2,0.03,Long,High
6176,Course_6176,Marketing,20,4809,53.35,Coursera,179.32,4.53,862349.88,0.04,Medium,Moderate
6177,Course_6177,Office Tools,95,218,91.53,Udemy,25.46,3.44,5550.28,0.12,Long,High
6178,Course_6178,Marketing,84,1584,53.49,edX,136.49,3.43,216200.16,0.09,Long,Moderate
6179,Course_6179,Design,45,4669,79.73,edX,22.04,3.44,102904.76,0.0,Medium,High
6180,Course_6180,AI,93,823,76.07,Coursera,88.12,3.33,72522.76,0.11,Long,High
6181,Course_6181,Business,75,4754,86.97,Udemy,12.94,4.91,61516.76,0.0,Long,High
6182,Course_6182,Technology,25,332,82.32,edX,69.31,4.23,23010.92,0.21,Medium,High
6183,Course_6183,Marketing,26,3867,52.37,LinkedIn Learning,186.84,4.59,722510.28,0.05,Medium,Moderate
6184,Course_6184,Programming,48,1421,95.4,LinkedIn Learning,179.92,3.85,255666.32,0.13,Medium,High
6185,Course_6185,Business,64,4807,63.13,Udemy,119.37,4.53,573811.59,0.02,Long,Moderate
6186,Course_6186,Design,30,4513,92.29,LinkedIn Learning,30.0,4.63,135390.0,0.01,Medium,High
6187,Course_6187,Marketing,22,1011,76.82,Coursera,31.6,3.46,31947.6,0.03,Medium,High
6188,Course_6188,Programming,65,3089,55.03,edX,84.33,3.9,260495.37,0.03,Long,Moderate
6189,Course_6189,Office Tools,19,2460,96.5,edX,169.6,3.05,417216.0,0.07,Short,High
6190,Course_6190,Technology,94,3808,93.43,Udemy,96.94,4.15,369147.52,0.03,Long,High
6191,Course_6191,Finance,68,2450,63.78,Udemy,26.54,4.87,65023.0,0.01,Long,Moderate
6192,Course_6192,Design,47,1426,72.22,Coursera,114.81,3.46,163719.06,0.08,Medium,High
6193,Course_6193,Business,84,2694,83.57,Udemy,182.26,3.17,491008.44,0.07,Long,High
6194,Course_6194,Data Science,56,2985,83.45,Coursera,126.79,4.09,378468.15,0.04,Long,High
6195,Course_6195,Marketing,50,3061,76.33,Udemy,26.03,3.64,79677.83,0.01,Medium,High
6196,Course_6196,Finance,55,2364,65.56,Coursera,162.9,4.03,385095.6,0.07,Long,Moderate
6197,Course_6197,Design,45,4087,60.4,Coursera,92.94,4.22,379845.78,0.02,Medium,Moderate
6198,Course_6198,Marketing,22,1763,80.66,Udemy,49.85,3.91,87885.55,0.03,Medium,High
6199,Course_6199,AI,87,4718,66.63,Coursera,155.33,3.31,732846.94,0.03,Long,Moderate
6200,Course_6200,AI,36,3592,94.42,LinkedIn Learning,126.43,4.51,454136.56,0.04,Medium,High
6201,Course_6201,Design,75,1821,64.1,edX,74.95,4.65,136483.95,0.04,Long,Moderate
6202,Course_6202,Office Tools,14,1411,56.73,Coursera,54.76,4.37,77266.36,0.04,Short,Moderate
6203,Course_6203,Technology,20,4253,80.3,Udemy,141.0,3.81,599673.0,0.03,Medium,High
6204,Course_6204,AI,96,4608,78.51,LinkedIn Learning,114.59,3.59,528030.72,0.02,Long,High
6205,Course_6205,Programming,82,984,69.27,Udemy,186.13,3.16,183151.92,0.19,Long,Moderate
6206,Course_6206,Finance,58,1898,90.32,Coursera,63.83,4.86,121149.34,0.03,Long,High
6207,Course_6207,Data Science,58,197,84.5,Udemy,99.54,3.45,19609.38,0.51,Long,High
6208,Course_6208,Marketing,98,3517,78.74,LinkedIn Learning,56.88,3.13,200046.96,0.02,Long,High
6209,Course_6209,Business,45,973,99.43,Coursera,132.59,4.05,129010.07,0.14,Medium,High
6210,Course_6210,Office Tools,85,3770,99.73,edX,156.21,4.93,588911.7,0.04,Long,High
6211,Course_6211,Data Science,64,4446,50.78,edX,196.21,3.98,872349.66,0.04,Long,Moderate
6212,Course_6212,Marketing,55,2370,99.43,LinkedIn Learning,172.07,4.31,407805.9,0.07,Long,High
6213,Course_6213,Data Science,75,2563,86.72,Coursera,39.24,4.94,100572.12,0.02,Long,High
6214,Course_6214,Design,10,3235,54.78,Coursera,122.19,4.44,395284.65,0.04,Short,Moderate
6215,Course_6215,Marketing,47,1542,88.73,Udemy,122.18,4.49,188401.56,0.08,Medium,High
6216,Course_6216,Data Science,67,3976,50.91,LinkedIn Learning,183.04,3.87,727767.04,0.05,Long,Moderate
6217,Course_6217,Marketing,11,1775,67.43,LinkedIn Learning,185.99,4.8,330132.25,0.1,Short,Moderate
6218,Course_6218,Design,70,3432,95.46,LinkedIn Learning,182.59,4.13,626648.88,0.05,Long,High
6219,Course_6219,Office Tools,37,3170,81.99,Udemy,183.23,3.42,580839.1,0.06,Medium,High
6220,Course_6220,Finance,84,3353,61.36,Coursera,78.37,3.9,262774.61,0.02,Long,Moderate
6221,Course_6221,Data Science,39,3144,67.16,Coursera,65.04,3.59,204485.76,0.02,Medium,Moderate
6222,Course_6222,Marketing,77,1272,94.17,LinkedIn Learning,131.57,3.38,167357.04,0.1,Long,High
6223,Course_6223,Design,12,301,99.66,LinkedIn Learning,31.1,4.32,9361.1,0.1,Short,High
6224,Course_6224,Technology,19,1911,97.29,Udemy,195.16,3.04,372950.76,0.1,Short,High
6225,Course_6225,Finance,21,497,73.73,Coursera,124.05,3.6,61652.85,0.25,Medium,High
6226,Course_6226,Business,39,2396,58.17,Udemy,68.23,3.15,163479.08,0.03,Medium,Moderate
6227,Course_6227,Data Science,64,4338,76.69,LinkedIn Learning,168.7,4.36,731820.6,0.04,Long,High
6228,Course_6228,Office Tools,76,1929,63.1,Coursera,25.04,4.81,48302.16,0.01,Long,Moderate
6229,Course_6229,Data Science,84,2493,75.3,Coursera,130.78,3.02,326034.54,0.05,Long,High
6230,Course_6230,AI,48,2110,61.48,edX,93.93,4.85,198192.3,0.04,Medium,Moderate
6231,Course_6231,AI,69,4723,63.01,Coursera,179.16,4.22,846172.68,0.04,Long,Moderate
6232,Course_6232,Business,23,4811,95.64,Udemy,120.7,4.85,580687.7,0.03,Medium,High
